image_file,image_relative_path,image_absolute_path,origin_file,origin_relative_path,origin_absolute_path,model_id,classification,geometry_type,renderer_backend,phi_azimuth_deg,theta_polar_deg,elevation_deg,camera_convention,camera_x,camera_y,camera_z,target_x,target_y,target_z,up_x,up_y,up_z,camera_distance,vertical_fov_deg,image_width_px,image_height_px,point_size_px,vertex_count,triangle_count,point_count,has_vertex_colors,has_vertex_normals,used_default_color,computed_vertex_normals,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_center_x,bbox_center_y,bbox_center_z,bounding_sphere_radius,origin_size_bytes,origin_modified_utc,origin_sha256,render_status,rendered_utc
HAD93_3075_1__phi_160__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_160__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_160__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,160,120,-30,phi: +X toward +Y; theta: down from +Z,-216.1701965,83.42823029,387.3321533,-2.72685,5.7412,518.4725,-0.4698463082,0.171010077,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.236843+00:00
HAD93_3075_1__phi_180__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_180__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_180__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,180,120,-30,phi: +X toward +Y; theta: down from +Z,-229.868515,5.74119997,387.3321533,-2.72685,5.7412,518.4725,-0.5,6.123234263e-17,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.300556+00:00
HAD93_3075_1__phi_200__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_200__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_200__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,200,120,-30,phi: +X toward +Y; theta: down from +Z,-216.1701965,-71.94582367,387.3321533,-2.72685,5.7412,518.4725,-0.4698463082,-0.171010077,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.365463+00:00
HAD93_3075_1__phi_220__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_220__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_220__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,220,120,-30,phi: +X toward +Y; theta: down from +Z,-176.7274628,-140.2626648,387.3321533,-2.72685,5.7412,518.4725,-0.3830222189,-0.3213938177,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.432544+00:00
HAD93_3075_1__phi_240__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_240__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_240__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,240,120,-30,phi: +X toward +Y; theta: down from +Z,-116.2976837,-190.9692535,387.3321533,-2.72685,5.7412,518.4725,-0.25,-0.4330126941,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.502909+00:00
HAD93_3075_1__phi_260__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_260__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_260__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,260,120,-30,phi: +X toward +Y; theta: down from +Z,-42.16958237,-217.9496918,387.3321533,-2.72685,5.7412,518.4725,-0.08682408929,-0.4924038649,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.566665+00:00
HAD93_3075_1__phi_280__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_280__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_280__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,280,120,-30,phi: +X toward +Y; theta: down from +Z,36.71588516,-217.9496918,387.3321533,-2.72685,5.7412,518.4725,0.08682408929,-0.4924038649,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.625658+00:00
HAD93_3075_1__phi_300__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_300__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_300__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,300,120,-30,phi: +X toward +Y; theta: down from +Z,110.8439789,-190.9692535,387.3321533,-2.72685,5.7412,518.4725,0.25,-0.4330126941,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.683366+00:00
HAD93_3075_1__phi_320__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_320__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_320__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,320,120,-30,phi: +X toward +Y; theta: down from +Z,171.2737579,-140.2626648,387.3321533,-2.72685,5.7412,518.4725,0.3830222189,-0.3213938177,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.743979+00:00
HAD93_3075_1__phi_340__theta_120.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_340__theta_120.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_340__theta_120.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,340,120,-30,phi: +X toward +Y; theta: down from +Z,210.7164917,-71.94582367,387.3321533,-2.72685,5.7412,518.4725,0.4698463082,-0.171010077,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.805964+00:00
HAD93_3075_1__phi_000__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_000__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_000__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,0,140,-50,phi: +X toward +Y; theta: down from +Z,165.8638763,5.74119997,317.553894,-2.72685,5.7412,518.4725,0.7660444379,0,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.865641+00:00
HAD93_3075_1__phi_020__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_020__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_020__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,20,140,-50,phi: +X toward +Y; theta: down from +Z,155.6966095,63.40262222,317.553894,-2.72685,5.7412,518.4725,0.7198463082,0.2620026171,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.927781+00:00
HAD93_3075_1__phi_040__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_040__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_040__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,40,140,-50,phi: +X toward +Y; theta: down from +Z,126.4211273,114.10923,317.553894,-2.72685,5.7412,518.4725,0.5868240595,0.4924038649,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:27.993333+00:00
HAD93_3075_1__phi_060__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_060__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_060__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,60,140,-50,phi: +X toward +Y; theta: down from +Z,81.56851196,151.7450562,317.553894,-2.72685,5.7412,518.4725,0.3830222189,0.6634139419,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.060181+00:00
HAD93_3075_1__phi_080__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_080__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_080__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,80,140,-50,phi: +X toward +Y; theta: down from +Z,26.54862213,171.7706604,317.553894,-2.72685,5.7412,518.4725,0.1330222189,0.7544065118,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.127205+00:00
HAD93_3075_1__phi_100__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_100__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_100__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,100,140,-50,phi: +X toward +Y; theta: down from +Z,-32.00232315,171.7706604,317.553894,-2.72685,5.7412,518.4725,-0.1330222189,0.7544065118,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.197381+00:00
HAD93_3075_1__phi_120__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_120__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_120__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,120,140,-50,phi: +X toward +Y; theta: down from +Z,-87.0222168,151.7450562,317.553894,-2.72685,5.7412,518.4725,-0.3830222189,0.6634139419,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.265219+00:00
HAD93_3075_1__phi_140__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_140__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_140__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,140,140,-50,phi: +X toward +Y; theta: down from +Z,-131.8748322,114.10923,317.553894,-2.72685,5.7412,518.4725,-0.5868240595,0.4924038649,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.329334+00:00
HAD93_3075_1__phi_160__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_160__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_160__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,160,140,-50,phi: +X toward +Y; theta: down from +Z,-161.1503143,63.40262222,317.553894,-2.72685,5.7412,518.4725,-0.7198463082,0.2620026171,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.395873+00:00
HAD93_3075_1__phi_180__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_180__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_180__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,180,140,-50,phi: +X toward +Y; theta: down from +Z,-171.3175812,5.74119997,317.553894,-2.72685,5.7412,518.4725,-0.7660444379,9.381338554e-17,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.457694+00:00
HAD93_3075_1__phi_200__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_200__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_200__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,200,140,-50,phi: +X toward +Y; theta: down from +Z,-161.1503143,-51.92022324,317.553894,-2.72685,5.7412,518.4725,-0.7198463082,-0.2620026171,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.520724+00:00
HAD93_3075_1__phi_220__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_220__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_220__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,220,140,-50,phi: +X toward +Y; theta: down from +Z,-131.8748322,-102.6268234,317.553894,-2.72685,5.7412,518.4725,-0.5868240595,-0.4924038649,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.585494+00:00
HAD93_3075_1__phi_240__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_240__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_240__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,240,140,-50,phi: +X toward +Y; theta: down from +Z,-87.0222168,-140.2626648,317.553894,-2.72685,5.7412,518.4725,-0.3830222189,-0.6634139419,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.650125+00:00
HAD93_3075_1__phi_260__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_260__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_260__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,260,140,-50,phi: +X toward +Y; theta: down from +Z,-32.00232315,-160.288269,317.553894,-2.72685,5.7412,518.4725,-0.1330222189,-0.7544065118,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.716558+00:00
HAD93_3075_1__phi_280__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_280__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_280__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,280,140,-50,phi: +X toward +Y; theta: down from +Z,26.54862213,-160.288269,317.553894,-2.72685,5.7412,518.4725,0.1330222189,-0.7544065118,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.781164+00:00
HAD93_3075_1__phi_300__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_300__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_300__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,300,140,-50,phi: +X toward +Y; theta: down from +Z,81.56851196,-140.2626648,317.553894,-2.72685,5.7412,518.4725,0.3830222189,-0.6634139419,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.858433+00:00
HAD93_3075_1__phi_320__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_320__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_320__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,320,140,-50,phi: +X toward +Y; theta: down from +Z,126.4211273,-102.6268234,317.553894,-2.72685,5.7412,518.4725,0.5868240595,-0.4924038649,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.920434+00:00
HAD93_3075_1__phi_340__theta_140.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_340__theta_140.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_340__theta_140.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,340,140,-50,phi: +X toward +Y; theta: down from +Z,155.6966095,-51.92022324,317.553894,-2.72685,5.7412,518.4725,0.7198463082,-0.2620026171,0.6427876353,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:28.982180+00:00
HAD93_3075_1__phi_000__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_000__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_000__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,0,160,-70,phi: +X toward +Y; theta: down from +Z,86.97840118,5.74119997,272.0093384,-2.72685,5.7412,518.4725,0.9396926165,0,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.045025+00:00
